source,sheet,ID,المجال,المهارة,وصف المعيار,Assessment Question,Expected Development,Importance,Reference,معرف النشاط,اسم النشاط,العمر,المهارة المستهدفة,الهدف,وصف النشاط,الأدوات,المدة,التكرار,مستوى الصعوبة,تعليمات لولي الأمر,النتيجة المتوقعة,المرجع,معرف القاعدة,شرط التقييم,مستوى الشدة,توصية الذكاء الاصطناعي,الأنشطة المقترحة,المتابعة,الإحالة إلى أخصائي,الحقل,القيمة / الوصف,اليوم,رقم النشاط,تم التنفيذ,رقم القالب,الحالة,النص,معرف السؤال,السؤال,نوع الإجابة,الدرجة (نعم),الدرجة (لا),مرتبط بالمعيار,مرتبط بقاعدة القرار,ملاحظات
KB01.xlsx,Age 4,RL018,اللغة الاستقبالية,فهم المفردات الجديدة,يفهم كلمات جديدة.,هل يفهم كلمات جديدة؟,يتعلمها من السياق.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,RL019,اللغة الاستقبالية,فهم الحوار,يفهم محادثة قصيرة.,هل يفهم الحوار؟,يفهم المعنى العام.,مهم,NIDCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,RL020,اللغة الاستقبالية,فهم التعليمات المركبة,ينفذ تعليمات مركبة.,هل ينفذ تعليمات مركبة؟,ينفذها بدقة.,أساسي,"ASHA, CDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS001,التواصل والمهارات الاجتماعية,بدء المحادثة,يبادر بالمحادثة.,هل يبدأ الحديث مع الآخرين؟,يبادر غالبًا.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS002,التواصل والمهارات الاجتماعية,استمرار الحوار,يحافظ على الحوار.,هل يستمر في محادثة قصيرة؟,يتبادل عدة جمل.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS003,التواصل والمهارات الاجتماعية,التعاون,يتعاون مع الآخرين.,هل يتعاون أثناء اللعب؟,يتعاون في الأنشطة.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS004,التواصل والمهارات الاجتماعية,حل المشكلات بالكلام,يحاول حل الخلافات بالكلام.,هل يستخدم الكلام لحل الخلاف؟,يعبر لفظيًا.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS005,التواصل والمهارات الاجتماعية,استخدام عبارات مهذبة,يستخدم لو سمحت وشكرًا.,هل يستخدم عبارات مهذبة؟,يستخدمها باستمرار.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS006,التواصل والمهارات الاجتماعية,التعبير عن الرأي,يعبر عن رأيه.,هل يذكر رأيه؟,يقدم رأيًا بسيطًا.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS007,التواصل والمهارات الاجتماعية,المشاركة الجماعية,يشارك في الأنشطة الجماعية.,هل يشارك مع المجموعة؟,يتفاعل مع الآخرين.,أساسي,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS008,التواصل والمهارات الاجتماعية,فهم مشاعر الآخرين,يلاحظ مشاعر الآخرين.,هل يتعاطف مع الآخرين؟,يبدي تعاطفًا بسيطًا.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS009,التواصل والمهارات الاجتماعية,الاستماع,ينصت للمتحدث.,هل يستمع حتى النهاية؟,ينتظر دوره.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS010,التواصل والمهارات الاجتماعية,اللعب التخيلي,يشارك في لعب الأدوار.,هل يشارك في اللعب التخيلي؟,يستخدم اللغة في اللعب.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS011,التواصل والمهارات الاجتماعية,التعبير عن المشاعر,يعبر عن مشاعره بوضوح.,هل يخبرك عندما يكون سعيدًا أو منزعجًا؟,يعبر لفظيًا عن مشاعره.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS012,التواصل والمهارات الاجتماعية,طلب التوضيح,يطلب توضيحًا عند عدم الفهم.,هل يسأل عندما لا يفهم؟,يبادر بطلب التوضيح.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS013,التواصل والمهارات الاجتماعية,المشاركة بالأفكار,يشارك أفكاره مع الآخرين.,هل يخبر الآخرين بأفكاره؟,يشارك بشكل تلقائي.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS014,التواصل والمهارات الاجتماعية,الاستجابة للمشاعر,يستجيب لمشاعر الآخرين.,هل يواسي شخصًا حزينًا؟,يبدي تعاطفًا مناسبًا.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS015,التواصل والمهارات الاجتماعية,استخدام اللغة في اللعب,يستخدم الحوار أثناء اللعب التخيلي.,هل يستخدم الكلام أثناء اللعب؟,يتفاعل لفظيًا.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS016,التواصل والمهارات الاجتماعية,الحديث بثقة,يتحدث بثقة مع المألوفين.,هل يتحدث بثقة؟,يعبر دون تردد.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS017,التواصل والمهارات الاجتماعية,شرح ما يقوم به,يصف ما يفعله أثناء النشاط.,هل يشرح ما يقوم به؟,يستخدم جملًا واضحة.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS018,التواصل والمهارات الاجتماعية,المشاركة الصفية,يشارك في أنشطة الروضة.,هل يشارك في الأنشطة الصفية؟,يتفاعل مع المجموعة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS019,التواصل والمهارات الاجتماعية,احترام دور الآخرين,يحترم دور الآخرين في الحوار.,هل ينتظر دوره؟,يلتزم بقواعد الحوار.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,CS020,التواصل والمهارات الاجتماعية,الاستمتاع بالمحادثة,يستمتع بالمحادثات اليومية.,هل يستمتع بالتحدث مع الآخرين؟,يبادر ويستمر بالحوار.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP001,النطق,وضوح الكلام,يمكن لمعظم الأشخاص فهم كلامه.,هل يفهم الغرباء معظم كلامه؟,معظم الكلام مفهوم.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP002,النطق,نطق الأصوات,ينطق معظم أصوات الكلام المناسبة لعمره.,هل ينطق الأصوات بوضوح؟,أخطاء قليلة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP003,النطق,إنتاج جمل واضحة,يتحدث بجمل واضحة ومفهومة.,هل جمله واضحة؟,يسهل فهمها.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP004,النطق,تقليد الجمل,يكرر جملًا أطول.,هل يستطيع تكرار جملة طويلة نسبيًا؟,يكررها بدقة.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP005,النطق,نبرة الصوت,يستخدم نبرة مناسبة للموقف.,هل يغير نبرة صوته؟,نبرة مناسبة.,داعم,NIDCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP006,النطق,سرعة الكلام,يتحدث بسرعة مناسبة.,هل سرعة الكلام مناسبة؟,ليست سريعة أو بطيئة جدًا.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP007,النطق,تقليل الأخطاء,تقل الأخطاء الصوتية تدريجيًا.,هل أخطاء النطق قليلة؟,يتحسن النطق.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP008,النطق,التمييز السمعي,يميز أصوات الكلمات.,هل يلاحظ اختلاف الأصوات؟,تمييز مناسب.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP009,النطق,التحدث في مواقف مختلفة,يستخدم الكلام في المنزل والروضة.,هل يتحدث في جميع المواقف؟,يتواصل لفظيًا.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP010,النطق,إعادة المحاولة,يعيد الكلمة إذا لم تُفهم.,هل يعيد نطق الكلمة؟,يحاول التصحيح.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP011,النطق,التحكم بالصوت,يتحكم في شدة صوته.,هل يرفع أو يخفض صوته عند الحاجة؟,يتحكم بالصوت.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP012,النطق,وضوح السرد,يتحدث بوضوح عند سرد قصة.,هل كلامه واضح أثناء السرد؟,يمكن فهمه بسهولة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP013,النطق,التواصل اللفظي المستمر,يعتمد على الكلام أكثر من الإشارة.,هل يستخدم الكلام غالبًا؟,تواصل لفظي فعال.,أساسي,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP014,النطق,الثقة بالنطق,يتحدث بثقة أمام الآخرين.,هل يتحدث دون خجل؟,ثقة مناسبة.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 4,SP015,النطق,التعبير الصوتي,يعبر بصوته عن الانفعالات.,هل يستخدم صوته للتعبير؟,تنوع مناسب بالنبرة.,داعم,NIDCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL001,اللغة الاستقبالية,اتباع تعليمات متعددة الخطوات,ينفذ تعليمات تتكون من ثلاث أو أربع خطوات بالترتيب الصحيح.,هل يستطيع تنفيذ عدة تعليمات متتالية دون تذكير؟,ينفذ التعليمات بدقة.,أساسي,"ASHA, CDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL002,اللغة الاستقبالية,فهم القصص الطويلة,يستوعب أحداث قصة أطول ويجيب عن أسئلة حولها.,هل يفهم أحداث القصة ويجيب عن الأسئلة؟,يفهم التفاصيل والأحداث الرئيسية.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL003,اللغة الاستقبالية,فهم السبب والنتيجة,يفسر الأسباب والنتائج في المواقف اليومية.,هل يستطيع تفسير سبب حدوث موقف معين؟,يربط السبب بالنتيجة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL004,اللغة الاستقبالية,فهم الأسئلة المفتوحة,يجيب عن أسئلة تحتاج إلى شرح.,هل يجيب عن أسئلة تتطلب شرحًا؟,يقدم إجابات مفصلة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL005,اللغة الاستقبالية,فهم مفاهيم الزمن,يفهم الماضي والحاضر والمستقبل.,هل يميز بين أمس واليوم وغدًا؟,يفهم مفاهيم الزمن.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL006,اللغة الاستقبالية,فهم المقارنات,يفهم المقارنات المختلفة.,هل يقارن بين الأشياء بصورة صحيحة؟,يفهم المقارنات.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL007,اللغة الاستقبالية,فهم المفردات الجديدة,يتعلم كلمات جديدة من السياق.,هل يفهم كلمات جديدة من القصة؟,يكتسب مفردات جديدة.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL008,اللغة الاستقبالية,فهم الحوار,يتابع حوارًا بين عدة أشخاص.,هل يفهم مضمون المحادثة؟,يفهم الحوار.,مهم,NIDCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL009,اللغة الاستقبالية,فهم التعليمات الصفية,يتبع تعليمات المعلم.,هل يتبع تعليمات الصف؟,يستجيب بصورة مستقلة.,أساسي,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL010,اللغة الاستقبالية,فهم العلاقات المكانية,يفهم أمام وخلف وبين.,هل يفهم العلاقات المكانية؟,يستخدمها بصورة صحيحة.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL011,اللغة الاستقبالية,فهم المشاعر,يفسر مشاعر الآخرين.,هل يفهم سبب شعور الآخرين؟,يميز المشاعر.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL012,اللغة الاستقبالية,فهم المهن,يعرف وظائف المهن.,هل يعرف وظيفة الطبيب والمعلم؟,يربط المهنة بوظيفتها.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL013,اللغة الاستقبالية,فهم التعليمات الشرطية,يفهم تعليمات تبدأ بـ إذا.,هل يفهم التعليمات الشرطية؟,ينفذها بدقة.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL014,اللغة الاستقبالية,التصنيف المتقدم,يصنف الأشياء حسب أكثر من خاصية.,هل يصنف حسب اللون والحجم؟,يصنف بدقة.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL015,اللغة الاستقبالية,فهم الأضداد,يفهم الكلمات المتضادة.,هل يميز بين الأضداد؟,يفهم معظمها.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL016,اللغة الاستقبالية,فهم العلاقات بين الأحداث,يربط بين حدثين.,هل يشرح ترتيب الأحداث؟,يفهم التسلسل.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL017,اللغة الاستقبالية,فهم قواعد اللعب,يلتزم بقواعد الألعاب.,هل يتبع قواعد اللعب؟,يلتزم بالتعليمات.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL018,اللغة الاستقبالية,فهم الوصف,يتعرف على الشيء من وصفه.,هل يعرف الشيء من وصفه؟,يحدد الشيء الصحيح.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL019,اللغة الاستقبالية,الاستنتاج,يستنتج الإجابة من القصة.,هل يستنتج الإجابات؟,يستخدم الاستنتاج.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,RL020,اللغة الاستقبالية,الاستعداد المدرسي,يفهم التعليمات التعليمية.,هل يتبع تعليمات الأنشطة التعليمية؟,جاهز للمدرسة.,أساسي,"ASHA, CDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL001,اللغة التعبيرية,استخدام جمل معقدة,يعبر بجمل طويلة ومترابطة.,هل يستخدم جملًا مكونة من عدة أفكار؟,يتحدث بجمل واضحة ومترابطة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL002,اللغة التعبيرية,سرد قصة كاملة,يروي قصة ببداية ووسط ونهاية.,هل يستطيع سرد قصة كاملة؟,يحافظ على التسلسل.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL003,اللغة التعبيرية,وصف الأحداث,يصف أحداثًا وقعت خلال يومه.,هل يصف ما حدث خلال يومه؟,يستخدم ترتيبًا منطقيًا.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL004,اللغة التعبيرية,شرح الأسباب,يشرح سبب اختياره أو رأيه.,هل يوضح سبب إجابته؟,يعطي تفسيرًا بسيطًا.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL005,اللغة التعبيرية,استخدام الأزمنة,يستخدم الماضي والحاضر والمستقبل.,هل يستخدم الأزمنة بصورة صحيحة؟,يستخدمها غالبًا بشكل صحيح.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL006,اللغة التعبيرية,استخدام الضمائر,يستخدم الضمائر دون أخطاء شائعة.,هل يستخدم الضمائر بشكل صحيح؟,استخدام مناسب.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL007,اللغة التعبيرية,وصف الأشخاص,يصف الأشخاص بعدة صفات.,هل يصف الأشخاص بصفات متعددة؟,يستخدم أوصافًا متنوعة.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL008,اللغة التعبيرية,وصف الأماكن,يصف مكانًا مألوفًا بتفاصيل.,هل يصف مكانًا بتفاصيل؟,يعطي وصفًا واضحًا.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL009,اللغة التعبيرية,طرح أسئلة متنوعة,يسأل لماذا وكيف وماذا لو.,هل يطرح أسئلة متنوعة؟,يبادر بالاستفسار.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL010,اللغة التعبيرية,استخدام مفردات غنية,يستخدم كلمات جديدة في حديثه.,هل يستخدم مفردات متنوعة؟,حصيلة لغوية جيدة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL011,اللغة التعبيرية,التعبير عن المشاعر,يعبر عن مشاعره وأسبابها.,هل يشرح سبب شعوره؟,يعبر بوضوح.,مهم,NIDCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL012,اللغة التعبيرية,إعطاء تعليمات,يشرح خطوات تنفيذ مهمة.,هل يستطيع شرح خطوات نشاط؟,يعطي تعليمات مرتبة.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL013,اللغة التعبيرية,إعادة سرد قصة,يعيد سرد قصة بدقة.,هل يعيد سرد قصة سمعها؟,يحافظ على التفاصيل.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL014,اللغة التعبيرية,المقارنة,يقارن بين شيئين باستخدام أكثر من صفة.,هل يقارن بين الأشياء؟,يقارن بدقة.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL015,اللغة التعبيرية,التعبير عن الرأي,يعبر عن رأيه مع تبرير.,هل يشرح سبب رأيه؟,يقدم رأيًا مدعومًا.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL016,اللغة التعبيرية,التخطيط اللفظي,يشرح ما ينوي القيام به.,هل يخبرك بخطته؟,يعبر عن خططه.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL017,اللغة التعبيرية,استخدام كلمات الربط,يستخدم لأن، ثم، لذلك.,هل يستخدم كلمات الربط؟,يربط الجمل.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL018,اللغة التعبيرية,الإجابة المفصلة,يجيب بإجابات كاملة.,هل يقدم إجابات مفصلة؟,إجابات واضحة.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL019,اللغة التعبيرية,بدء الحوار,يبادر بفتح موضوع جديد.,هل يبدأ الحديث من تلقاء نفسه؟,يبادر بالحوار.,أساسي,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,EL020,اللغة التعبيرية,التحدث بثقة,يتحدث بثقة مع الكبار والأطفال.,هل يتحدث بثقة؟,ثقة مناسبة للعمر.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS001,التواصل والمهارات الاجتماعية,بدء المحادثة,يبادر ببدء محادثة مع الأطفال والكبار.,هل يبدأ الحديث من تلقاء نفسه؟,يبادر بالتواصل.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS002,التواصل والمهارات الاجتماعية,المحافظة على الحوار,يحافظ على حوار متبادل.,هل يستطيع الاستمرار في الحوار؟,يتبادل عدة جمل.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS003,التواصل والمهارات الاجتماعية,الاستماع للآخرين,ينتظر حتى ينتهي الآخر من الحديث.,هل ينصت للآخرين؟,يظهر مهارات استماع جيدة.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS004,التواصل والمهارات الاجتماعية,احترام الدور,ينتظر دوره في الحديث.,هل ينتظر دوره؟,يلتزم بقواعد الحوار.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS005,التواصل والمهارات الاجتماعية,حل المشكلات بالكلام,يستخدم اللغة لحل الخلافات.,هل يحاول حل المشكلات بالكلام؟,يعبر عن الحلول.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS006,التواصل والمهارات الاجتماعية,التعبير عن المشاعر,يعبر عن مشاعره بوضوح.,هل يصف مشاعره؟,يعبر لفظيًا.,مهم,NIDCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS007,التواصل والمهارات الاجتماعية,فهم مشاعر الآخرين,يظهر التعاطف مع الآخرين.,هل يتفهم مشاعر الآخرين؟,يبدي تعاطفًا مناسبًا.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS008,التواصل والمهارات الاجتماعية,التعاون,يتعاون في الأنشطة الجماعية.,هل يتعاون مع أقرانه؟,يشارك بفاعلية.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS009,التواصل والمهارات الاجتماعية,استخدام عبارات مهذبة,يستخدم عبارات المجاملة.,هل يستخدم لو سمحت وشكرًا؟,يستخدمها تلقائيًا.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS010,التواصل والمهارات الاجتماعية,طلب التوضيح,يطلب توضيحًا عند عدم الفهم.,هل يسأل عند عدم الفهم؟,يبادر بطلب التوضيح.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS011,التواصل والمهارات الاجتماعية,شرح الأفكار,يشرح أفكاره بوضوح.,هل يشرح ما يفكر فيه؟,يعبر بجمل مترابطة.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS012,التواصل والمهارات الاجتماعية,المشاركة الصفية,يشارك في النقاشات الصفية.,هل يشارك في الأنشطة الجماعية؟,يشارك بثقة.,أساسي,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS013,التواصل والمهارات الاجتماعية,اللعب التخيلي,يستخدم الحوار في اللعب التخيلي.,هل يستخدم اللغة أثناء اللعب؟,يلعب بشكل تعاوني.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS014,التواصل والمهارات الاجتماعية,التواصل مع الكبار,يتحدث باحترام مع الكبار.,هل يتواصل مع الكبار بسهولة؟,يتحدث بثقة.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS015,التواصل والمهارات الاجتماعية,التعبير عن الرأي,يعبر عن رأيه باحترام.,هل يوضح رأيه؟,يقدم رأيًا مناسبًا.,مهم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS016,التواصل والمهارات الاجتماعية,طرح الأسئلة,يطرح أسئلة لإثراء الحوار.,هل يطرح أسئلة أثناء الحديث؟,يبادر بالاستفسار.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS017,التواصل والمهارات الاجتماعية,التفاعل في الفريق,يعمل ضمن مجموعة.,هل يعمل مع زملائه؟,يتعاون مع المجموعة.,مهم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS018,التواصل والمهارات الاجتماعية,احترام القواعد,يلتزم بقواعد الأنشطة.,هل يلتزم بالقواعد؟,يحترم التعليمات.,أساسي,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS019,التواصل والمهارات الاجتماعية,بناء الصداقات,يقيم علاقات إيجابية مع الأطفال.,هل يكون صداقات؟,يتفاعل اجتماعيًا.,داعم,CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KB01.xlsx,Age 5,CS020,التواصل والمهارات الاجتماعية,الثقة الاجتماعية,يتحدث أمام مجموعة صغيرة.,هل يتحدث أمام مجموعة؟,يبدي ثقة مناسبة.,داعم,ASHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
